tool_type,lost_year,latitude,longitude,num_tools_lost
LobsterTrap,2022,59.25728282172243,5.408645887239727,1
LobsterTrap,2022,61.18145471412975,6.72113960457229,1
LobsterTrap,2020,58.04434134063582,7.742665372788906,1
LobsterTrap,2021,62.76629219491063,6.923405686695068,1
LobsterTrap,2020,58.05054158695196,7.957256510853767,1
LobsterTrap,2020,61.84331751805674,5.768437497317791,1
LobsterTrap,2021,58.983105451307054,5.751263312995434,1
LobsterTrap,2021,59.0408051305782,9.729163120025817,1
LobsterTrap,2022,60.56015043107231,4.791351355442334,1
LobsterTrap,2020,62.48875304273094,6.1660829871423966,1
LobsterTrap,2020,62.73537172340381,8.017920627615881,1
LobsterTrap,2020,59.39722259954919,10.63109771021342,1
LobsterTrap,2022,63.707208058455045,8.838299475610256,1
LobsterTrap,2020,58.99820833979006,5.753117389976978,1
LobsterTrap,2022,63.49695553343664,7.896890714764594,1
LobsterTrap,2020,63.77133203131251,10.064078233024818,1
LobsterTrap,2022,59.05195669951299,5.393105931580067,1
LobsterTrap,2020,59.063889700845145,5.90293937916851,1
LobsterTrap,2022,61.589345473952584,4.9404120817780495,1
LobsterTrap,2022,66.90615957424774,13.610437810420988,3
LobsterTrap,2022,59.13645802535396,5.233467740274787,1
LobsterTrap,2022,59.87424889972879,5.597795695066452,1
LobsterTrap,2020,58.303490116854874,8.656709737374973,1
LobsterTrap,2021,59.22422771631946,5.778801809769998,1
LobsterTrap,2021,59.05897948150221,10.257421396672727,1
LobsterTrap,2021,59.05434527636557,5.897319433734173,1
LobsterTrap,2020,64.540024,18.105447999999956,1
LobsterTrap,2021,59.741259254724866,5.14840230345726,1
LobsterTrap,2022,59.11055783544411,5.778977572917938,1
LobsterTrap,2020,58.3218893940807,8.635463816630132,1
LobsterTrap,2020,61.49277654265125,5.75008112937212,1
LobsterTrap,2020,60.76276810938799,5.0373350456357,1
LobsterTrap,2019,62.1866211209928,5.606863205761272,1
LobsterTrap,2022,62.368910180257764,5.608631819486618,1
LobsterTrap,2021,63.85665886973959,11.25135250389576,1
LobsterTrap,2020,58.971013774134775,5.793168134987355,1
LobsterTrap,2020,60.29679329761283,5.185526758432388,1
LobsterTrap,2021,59.513849003548344,5.496451437080985,1
LobsterTrap,2021,58.988837938457316,5.794769714462295,1
LobsterTrap,2021,58.32487263816416,8.620536960661411,1
LobsterTrap,2022,60.3256522982015,5.190366722763804,4
LobsterTrap,2021,59.7331244219153,5.528983705393275,1
LobsterTrap,2021,63.09552247768412,7.596468511178457,1
LobsterTrap,2021,59.06510317602155,11.099194157160458,1
LobsterTrap,2020,59.04321461905841,5.921459533274175,4
LobsterTrap,2020,58.00468602914743,7.438810737784742,2
LobsterTrap,2021,58.88786989352968,5.773003287613392,1
LobsterTrap,2020,63.11953253824036,7.650421522557735,1
LobsterTrap,2020,63.267205148015556,8.068491071462631,6
LobsterTrap,2020,58.47949381137434,5.8286115154623985,1
LobsterTrap,2022,58.06476682279542,7.861667275428772,1
LobsterTrap,2020,58.003527104728214,7.734907753765582,1
LobsterTrap,2019,59.226454768725894,5.9320904687047,1
LobsterTrap,2021,59.043237347672225,5.4210271964832515,1
LobsterTrap,2022,62.305862855792554,5.669806012584919,1
LobsterTrap,2022,62.30794132869045,5.6673252156667315,1
LobsterTrap,2022,58.25547945038206,8.494959107109398,4
LobsterTrap,2021,59.68662086921905,5.117637583292031,1
LobsterTrap,2022,59.03379157829969,5.596782314495899,1
LobsterTrap,2021,58.18492067686405,6.657693050801754,2
LobsterTrap,2019,58.956739248226015,9.679847583174706,1
LobsterTrap,2021,58.06892191052388,7.879555900462778,1
LobsterTrap,2022,60.22675861496271,5.180784960106183,1
LobsterTrap,2020,61.566387750036554,5.020296312868595,1
LobsterTrap,2019,63.75483183243536,9.966305159032345,1
LobsterTrap,2021,63.59792683765577,10.63460908923403,1
LobsterTrap,2020,62.958545088210876,8.541426792489464,1
LobsterTrap,2017,58.06086832892134,7.829541116952896,1
LobsterTrap,2017,58.074559864503655,7.8498970717191705,1
LobsterTrap,2017,58.06097581323385,7.829512618482113,1
LobsterTrap,2021,61.108782818318225,5.264883935451508,1
LobsterTrap,2022,58.2380798311481,6.610040254890919,1
LobsterTrap,2021,58.793498749554495,9.471256881952286,1
LobsterTrap,2020,60.24151894095098,5.188442319631577,1
LobsterTrap,2021,59.09342659154556,10.773645378649235,2
LobsterTrap,2022,63.48245906044064,9.167848415672777,1
LobsterTrap,2022,60.46451616194997,5.041231624782085,1
LobsterTrap,2020,59.802653752149965,5.303091332316399,5
LobsterTrap,2021,59.67920151586576,10.610472664986338,2
LobsterTrap,2020,64.0363568114528,9.972202012436778,7
LobsterTrap,2020,58.00840009851426,7.741180101291467,1
LobsterTrap,2022,59.28509372048267,5.1801227778196335,2
LobsterTrap,2022,62.27158255672433,5.987552180886269,2
LobsterTrap,2022,58.03780164905496,7.705149755508661,3
LobsterTrap,2020,59.822962608212386,5.716277584433556,2
LobsterTrap,2021,62.24689533212765,5.969639718532563,2
LobsterTrap,2022,58.1980843972699,6.589986048638821,2
LobsterTrap,2018,60.181326932085646,5.334296291973,2
LobsterTrap,2020,59.423276217991116,6.15679290873298,2
LobsterTrap,2021,60.62814394779461,4.914503972801979,5
LobsterTrap,2022,62.73378000572958,7.338109636962998,2
LobsterTrap,2020,58.90652152704197,5.775507178660576,2
LobsterTrap,2021,58.31603730805981,8.605205789208412,2
LobsterTrap,2020,60.50154666067589,4.874365947998861,2
LobsterTrap,2021,59.436019819191074,5.061223804950714,2
LobsterTrap,2021,58.408295744917545,5.970827266573906,2
LobsterTrap,2022,59.8366042756844,5.68672992033667,2
LobsterTrap,2021,62.66481802331414,6.269403235714695,2
LobsterTrap,2022,59.218573355787115,10.679683573544025,2
LobsterTrap,2021,58.43255151570187,8.843269608914852,2
LobsterTrap,2021,59.488535855234794,5.849592089653016,2
LobsterTrap,2021,59.24309846652006,10.477874287849511,2
LobsterTrap,2021,58.13061677946769,8.200754788657237,2
LobsterTrap,2017,60.170077389796894,5.2970633123707636,2
LobsterTrap,2021,58.41152892787738,5.992748960852623,1
LobsterTrap,2022,58.89459267488006,5.501879545588267,2
LobsterTrap,2022,58.22379639275539,6.652738004922867,2
LobsterTrap,2021,58.42749996246535,5.870119217334454,2
LobsterTrap,2022,58.29822347907144,8.573553711175919,2
LobsterTrap,2021,61.831468190201264,5.978114493191242,2
LobsterTrap,2022,58.05212468735146,7.872916184836431,2
LobsterTrap,2020,58.95753981643491,9.964488034809747,2
LobsterTrap,2020,58.9860701388186,10.055294148623943,2
LobsterTrap,2021,58.01263433015925,7.1684734895825395,2
LobsterTrap,2022,60.72947525321215,5.121159537742756,2
LobsterTrap,2022,62.46374536598742,6.168527254685765,4
LobsterTrap,2021,60.17833148587063,5.345998704267958,2
LobsterTrap,2022,59.04482452497962,10.037650242447853,2
LobsterTrap,2021,59.23303836152597,10.504964758467478,2
LobsterTrap,2022,59.81336431399831,5.661126365384338,2
LobsterTrap,2020,59.425492951287445,5.239409996252072,2
LobsterTrap,2020,60.48747193615589,4.924219212089782,2
LobsterTrap,2022,59.33870263496531,5.963722178879632,4
LobsterTrap,2020,61.57442115232654,5.074134282767773,4
LobsterTrap,2020,61.574401043086475,5.078723542392254,2
LobsterTrap,2020,59.5222505845646,5.147726073435955,2
LobsterTrap,2020,62.46660649599014,6.086835488677025,2
LobsterTrap,2019,66.55621847206122,13.000823333859444,2
LobsterTrap,2022,60.88630207709004,4.729314185678959,2
LobsterTrap,2021,58.00476123033427,7.438827417790889,2
LobsterTrap,2022,59.07541304458582,10.96388660055913,2
LobsterTrap,2020,58.10563165653223,7.991766482591629,4
LobsterTrap,2020,60.93564281734906,4.886484928429127,4
LobsterTrap,2022,58.99668602691858,5.925598121926931,2
LobsterTrap,2020,60.32004894891256,5.259805507957935,2
LobsterTrap,2019,57.96002992794008,7.507807156405426,3
LobsterTrap,2020,62.87654653241983,8.340449631214142,2
LobsterTrap,2021,59.27871539368815,10.695104292926464,20
LobsterTrap,2022,59.18281843304194,10.771553030616172,2
LobsterTrap,2021,58.95695756646681,9.930455414560555,3
LobsterTrap,2021,63.42275948575461,9.108836077754507,2
LobsterTrap,2020,58.51628928120595,8.933568612127889,2
LobsterTrap,2022,59.52144150495902,5.222172103822231,5
LobsterTrap,2022,58.153966476613604,8.298347834522279,2
LobsterTrap,2020,60.213685355084415,5.334987653517804,2
LobsterTrap,2020,58.075226187390754,7.921054310378943,2
LobsterTrap,2020,60.240856611976426,5.281085483729838,4
LobsterTrap,2022,60.39785078319312,5.2547583723806275,2
LobsterTrap,2022,68.5927116485133,14.687538328397244,9
LobsterTrap,2022,63.39757630103071,10.052425861358643,10
LobsterTrap,2020,58.032602313400474,7.722239906568463,2
LobsterTrap,2021,58.93620353033792,6.060687303543091,2
LobsterTrap,2021,58.89608207733969,5.751725348854814,2
LobsterTrap,2021,62.37034171458223,5.788104625948153,2
LobsterTrap,2022,59.044581515522914,9.73809081413023,2
LobsterTrap,2021,59.576840544822254,5.140964624213963,1
LobsterTrap,2020,63.42828945833727,8.900552876293661,4
LobsterTrap,2022,58.969479696963035,5.559825609418658,2
LobsterTrap,2022,58.03455667181208,7.792366460667077,2
LobsterTrap,2022,59.02670341542045,5.659026200537809,1
LobsterTrap,2022,58.11476198831736,8.098662530617338,1
LobsterTrap,2021,58.049427914320816,7.97378696501255,4
LobsterTrap,2021,58.32522580122712,8.616389594972134,2
LobsterTrap,2021,58.41908339783339,8.77077553421259,2
LobsterTrap,2021,58.82487322907621,9.527392499148846,2
LobsterTrap,2022,60.3342337662683,4.988048400284624,2
LobsterTrap,2020,58.04053414313913,7.7779508382081985,2
LobsterTrap,2021,59.038279122035725,9.731245520801597,2
LobsterTrap,2021,64.540024,18.105447999999956,2
LobsterTrap,2021,58.46793178121396,6.080886684358119,2
LobsterTrap,2020,63.648429990755176,10.84373451769352,2
LobsterTrap,2022,59.010010642719195,9.781945869326591,2
LobsterTrap,2021,58.48231839300604,8.92652940005064,2
LobsterTrap,2021,58.245402196838604,8.473198860883713,4
LobsterTrap,2021,57.74131479584483,7.6394180953502655,2
LobsterTrap,2021,59.824613530618066,5.714569352567196,2
LobsterTrap,2020,60.50507391161169,5.227664861783102,2
LobsterTrap,2021,63.54038038729482,10.678611360490322,2
LobsterTrap,2021,59.03284688126239,10.295692193201072,2
LobsterTrap,2021,59.18364399302984,10.75182297468431,2
LobsterTrap,2022,61.92625811999317,4.960912540555,2
LobsterTrap,2021,60.21526615420549,5.231111906468868,5
LobsterTrap,2022,63.40121190486069,10.059046559035778,2
LobsterTrap,2020,59.75017190894094,5.474434867501259,2
LobsterTrap,2020,58.54968278474636,9.131566843454221,2
LobsterTrap,2022,59.45550405124924,10.493930540978909,2
LobsterTrap,2021,58.016365754065276,7.3170727209823605,2
LobsterTrap,2020,59.28202396439355,10.507055260241032,2
LobsterTrap,2022,59.03001069874733,5.766344447242265,2
LobsterTrap,2021,58.20067846398523,6.68213602155447,4
LobsterTrap,2020,58.72802936798708,9.213990457355976,2
LobsterTrap,2021,63.548755490073916,10.60380320996046,2
LobsterTrap,2021,58.25799442105384,8.50572768598795,2
LobsterTrap,2021,59.51505269445797,10.356910564005373,2
LobsterTrap,2020,58.47283170211266,8.824525661766529,2
LobsterTrap,2020,58.042927486654,7.7178971679459405,2
LobsterTrap,2022,62.53291113061257,6.226405888712194,2
LobsterTrap,2021,60.242245807777905,5.716580145866408,2
LobsterTrap,2020,58.90721752331843,9.601060710847378,2
LobsterTrap,2021,59.34014657347642,5.383243041710246,2
LobsterTrap,2020,60.268875432714616,5.159067628829944,2
LobsterTrap,2021,62.201313482022854,5.429929308593273,2
LobsterTrap,2021,59.01020231081139,5.9425695358714465,2
LobsterTrap,2020,64.540024,18.105447999999956,2
LobsterTrap,2022,58.99213835466447,9.792561933844315,2
LobsterTrap,2020,59.80051972537077,5.799871269512437,2
LobsterTrap,2022,62.355019012474635,5.8132171599942835,2
LobsterTrap,2020,62.47443523731109,6.1484964564442635,8
LobsterTrap,2021,59.79796986341297,5.54140392690897,4
LobsterTrap,2021,58.20063917375999,6.5776589512825,4
LobsterTrap,2020,58.02518766938046,7.739827260375023,4
LobsterTrap,2020,58.99634498778259,11.01305480802698,2
LobsterTrap,2021,63.414371939246934,8.96613839715067,2
LobsterTrap,2022,61.50392177602755,5.067403182245758,2
LobsterTrap,2022,62.504958625813,6.077780663434499,2
LobsterTrap,2020,62.44013187104484,6.149194132409995,2
LobsterTrap,2020,59.10228362437355,10.308560365222661,2
LobsterTrap,2021,58.46805995544714,8.907087072730064,2
LobsterTrap,2020,59.24509849420083,10.508890567326628,2
LobsterTrap,2021,58.329080260392125,8.649974539875984,2
LobsterTrap,2022,59.01324328857174,5.738481548199512,2
LobsterTrap,2022,58.01624755352394,7.789555080235005,2
LobsterTrap,2022,58.97197577827793,5.534725857413059,2
LobsterTrap,2022,58.91149417813895,5.559099862221591,2
LobsterTrap,2021,59.23155435381306,5.058272369205952,2
LobsterTrap,2020,58.911395101433406,5.559082380347668,2
LobsterTrap,2021,59.20539309512381,10.489112113094375,2
LobsterTrap,2022,58.378146782004485,8.731255866587162,2
LobsterTrap,2022,58.00888237216603,7.483066767454147,2
LobsterTrap,2020,62.562193473684154,5.921630484926826,2
LobsterTrap,2020,59.664208062044644,10.609724521636963,2
LobsterTrap,2022,58.99247881363891,5.708183198743923,2
LobsterTrap,2021,59.87412611853451,10.604146494868466,2
LobsterTrap,2021,58.42324521505569,8.79059437662363,2
LobsterTrap,2022,60.06008982047879,5.355876549259352,2
LobsterTrap,2020,58.22860301728569,8.440955691039562,2
LobsterTrap,2022,62.01310807292583,5.063001755632541,2
LobsterTrap,2022,58.00989029504866,7.430988795084457,2
LobsterTrap,2020,64.86468484602351,10.859443210065365,8
LobsterTrap,2020,60.4333457759599,4.867959410945117,2
LobsterTrap,2020,62.04784036266828,5.345633849905717,2
LobsterTrap,2020,59.670410636343064,10.579300560057163,2
LobsterTrap,2021,59.05510296481471,11.116145885478756,2
LobsterTrap,2022,58.42839040359984,5.867985465470196,2
LobsterTrap,2022,58.05350062586202,7.927814573049545,2
LobsterTrap,2021,58.00815577505174,7.31211818754673,6
LobsterTrap,2022,57.965705748183886,7.543508881394364,2
LobsterTrap,2022,58.88437402213604,5.475528213050235,2
LobsterTrap,2022,60.0112682138042,5.090174687876488,4
LobsterTrap,2021,62.72767203992252,7.212589122354984,2
LobsterTrap,2020,59.73637804562987,5.422505027944684,2
LobsterTrap,2021,58.438259590523266,8.85572712868452,2
LobsterTrap,2021,70.02595365158624,23.273074999451637,2
LobsterTrap,2022,60.101199654974536,5.180701464414597,2
LobsterTrap,2020,60.439117575732,4.898389325778991,2
LobsterTrap,2019,62.459742701376435,6.2548506453454955,3
LobsterTrap,2022,59.84053274401635,10.743245221674442,2
LobsterTrap,2022,58.18897497983407,8.349769540730648,2
LobsterTrap,2021,62.46853485199323,6.132859192617554,2
LobsterTrap,2020,62.282625165599946,7.307609394192695,2
LobsterTrap,2021,59.677503066956604,10.608399035969484,2
LobsterTrap,2021,60.6622342320884,4.770270176231861,2
LobsterTrap,2021,60.4975625407517,4.911761563275894,2
LobsterTrap,2022,59.284387440445876,5.672218027008018,2
LobsterTrap,2022,58.99268153751146,5.70935712043084,1
LobsterTrap,2020,58.07467386765891,6.828130334615707,2
LobsterTrap,2022,58.29321416172983,8.55579134672916,1
LobsterTrap,2021,61.10520869044076,7.464990677408561,2
LobsterTrap,2020,58.584132180538305,9.155419838345837,1
LobsterTrap,2021,58.293976340773725,8.556231071752356,2
LobsterTrap,2022,58.42685620779842,8.815097697079182,2
LobsterTrap,2020,58.47922755458202,5.828642025589943,2
LobsterTrap,2021,57.97921306913238,7.663083896040916,2
LobsterTrap,2020,58.01756026469034,7.722868993878365,2
LobsterTrap,2022,58.47713532689351,5.847166190971018,2
LobsterTrap,2020,59.80902341229899,5.29433123767376,4
LobsterTrap,2020,58.40689271571358,8.75287614762783,1
LobsterTrap,2021,61.75869356663246,4.921545423567295,3
LobsterTrap,2020,59.08372495717206,5.783922321454369,3
LobsterTrap,2020,58.39732610878835,8.775621950626373,3
LobsterTrap,2021,62.48995477387097,6.196213960647583,3
LobsterTrap,2022,62.668958324825134,6.853217035531998,3
LobsterTrap,2022,59.86327614489451,10.740113555634107,3
LobsterTrap,2020,59.04061153396014,10.914325900375841,3
LobsterTrap,2021,63.58694509513057,9.885384924709799,6
LobsterTrap,2020,58.167291851589695,8.28816060990601,3
LobsterTrap,2022,60.57113998037557,5.18866628408432,3
LobsterTrap,2022,63.604640148291445,8.332631662487984,3
LobsterTrap,2020,59.4518110394471,10.455575167200177,3
LobsterTrap,2021,58.253802508145576,8.484844341874123,3
LobsterTrap,2021,59.70042691137421,5.403094477951526,5
LobsterTrap,2021,60.65354492806462,4.835291481617741,5
LobsterTrap,2021,59.12289479587751,10.54282517051173,4
LobsterTrap,2020,58.0254175884679,7.701691277325153,3
LobsterTrap,2022,59.0000928428072,10.297679007053375,3
LobsterTrap,2020,62.300524456753024,5.580553784966469,3
LobsterTrap,2021,66.11255753693246,12.703359562379061,3
LobsterTrap,2022,59.48224984238678,10.494571430491884,3
LobsterTrap,2022,59.76807001823821,5.325071387011725,3
LobsterTrap,2021,62.56962186488348,7.7457666769623765,3
LobsterTrap,2021,58.47624986340615,8.928256742656231,3
LobsterTrap,2020,59.02042925842171,5.780041224478135,3
LobsterTrap,2022,59.79125884783861,5.805292725563049,3
LobsterTrap,2020,59.49553846680531,10.649038045929968,3
LobsterTrap,2020,63.01560575655895,7.380463890731335,6
LobsterTrap,2021,60.11448123807629,5.119835436344148,4
LobsterTrap,2021,59.13708002196037,6.067952185790623,3
LobsterTrap,2022,59.20286171666362,10.792793668806553,3
LobsterTrap,2022,59.23826121437193,11.296663396060467,3
LobsterTrap,2021,59.474106748771746,6.081609934491089,3
LobsterTrap,2021,59.122339575886315,10.757836147707946,3
LobsterTrap,2021,61.18361422366867,5.814933590590954,3
LobsterTrap,2022,63.071522451858534,7.354577934003882,3
LobsterTrap,2021,62.47330901782929,6.14138932359258,3
LobsterTrap,2020,66.19712893540859,12.422282248735428,3
LobsterTrap,2021,59.33732789511181,5.392004249049854,3
LobsterTrap,2020,64.540024,18.105447999999956,5
LobsterTrap,2022,59.664523170718894,10.61423042744923,3
LobsterTrap,2020,59.595736869107476,5.113135944854393,3
LobsterTrap,2021,60.37723115372585,5.179661102592945,4
LobsterTrap,2020,59.426416904306215,10.582228226849585,9
LobsterTrap,2022,58.043247905696546,6.826664680646815,3
LobsterTrap,2020,63.57934429949941,9.14982296526432,3
LobsterTrap,2022,60.14194385244712,5.185766964694023,3
LobsterTrap,2022,59.5311284784062,10.5286409775233,3
LobsterTrap,2020,62.4707900842345,6.047151880978876,3
LobsterTrap,2020,59.80979257916979,5.741691514849663,3
LobsterTrap,2021,58.127791955878756,8.040933050215244,3
LobsterTrap,2022,59.35575258181075,10.511782268990531,1
LobsterTrap,2020,58.51714312725234,9.031605437632221,3
LobsterTrap,2022,58.14574797793774,8.311203973233386,3
LobsterTrap,2020,58.28770866618696,8.586241230368614,3
LobsterTrap,2022,60.44782121612889,5.028269849717617,3
LobsterTrap,2020,59.15074537752675,10.8404145780682,3
LobsterTrap,2021,59.13133873790712,10.331893265247345,3
LobsterTrap,2021,59.05265963582127,5.430631906252792,3
LobsterTrap,2022,60.16048628946349,5.054436810314655,3
LobsterTrap,2021,61.60403827469664,4.987572692334652,4
LobsterTrap,2020,58.316269789706936,8.655814757361576,4
LobsterTrap,2020,58.96996545199581,5.796346286185393,4
LobsterTrap,2022,62.682389240936914,6.936682015657425,4
LobsterTrap,2021,59.48523407807554,10.402224892760126,4
LobsterTrap,2021,60.330206730917155,5.154547189225319,4
LobsterTrap,2022,58.88549592698096,9.641750868471126,4
LobsterTrap,2022,58.98821017932155,10.969262621801047,4
LobsterTrap,2022,59.69711296596207,5.1577863246472395,6
LobsterTrap,2020,59.02344293122403,5.79955480992794,4
LobsterTrap,2020,58.459803207941015,8.949405491299993,1
LobsterTrap,2019,59.47690093222564,10.355682896380399,4
LobsterTrap,2020,59.170297147869704,10.4667554050684,4
LobsterTrap,2022,59.030459401469436,5.752906466748117,4
LobsterTrap,2020,59.266280543964065,10.724768824875355,12
LobsterTrap,2020,60.44896600777171,5.004603713750839,4
LobsterTrap,2020,58.169301853754874,8.072172738611698,4
LobsterTrap,2020,63.60027969703329,9.156568170819812,4
LobsterTrap,2020,59.2992994739298,5.332954883379521,4
LobsterTrap,2021,60.4081170008463,4.956239797174931,5
LobsterTrap,2020,59.12518809806077,11.168892214606794,4
LobsterTrap,2020,59.12962703655815,5.8012601143190485,4
LobsterTrap,2021,59.3349767324961,5.874769985675812,4
LobsterTrap,2020,58.35509860992595,8.729137256741524,4
LobsterTrap,2020,59.446956744809306,10.392306801500414,1
LobsterTrap,2020,59.34851544406806,5.21027248352766,4
LobsterTrap,2020,62.63659092167136,6.117402948439121,4
LobsterTrap,2020,62.65410625706978,6.267493549917397,5
LobsterTrap,2021,58.56078464716066,9.005888018865141,1
LobsterTrap,2020,59.06553203131501,10.83065331587834,4
LobsterTrap,2019,60.24815779935533,5.294863320887089,10
LobsterTrap,2021,58.304111152072096,6.3096785660543215,5
LobsterTrap,2021,63.729071849853696,8.560060476853296,5
