Lat;Lon;Time Range;Apparent Fishing hours
70,6;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,733889
69,7;17,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,270833
67,7;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,180833
71,4;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,072222
69,1;13,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,533056
65,2;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,784722
59,1;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,018611
65,4;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,3
65,4;12,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,500556
63,9;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,091667
63,8;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,709167
59,1;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;41,169167
59;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;92,816111
63,8;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,416389
70,6;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;59,491111
63,6;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,882222
60;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,321667
59,8;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,018056
71,2;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;78,676389
71,1;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;47,068611
70,6;28,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,163611
71,1;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,097778
71,1;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,668333
71;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,253333
71;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,520833
71;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;58,741389
70,9;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,393889
70,9;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,055556
70,8;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,497222
70,6;28,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,816667
70,2;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,117778
61,4;2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,639444
61,2;2,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;55,293611
60,5;3,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,966389
60,3;3,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016389
58,1;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,908333
58,1;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;74,806389
58,1;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;77,438333
58,1;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,540278
58;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;53,783889
57,9;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;87,005278
57,7;6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;30,148333
62,4;6,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,209722
66;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;91,405833
59,8;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;125,965556
59,7;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,009722
63,8;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,830278
69,9;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,396944
59,2;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,49
59,2;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,327222
71,2;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,203333
71,1;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,793889
70,7;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,289444
70,7;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,013333
69,8;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,998889
63,3;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,050278
63,3;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,123333
63,2;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,448333
63,3;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,454167
63,1;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,448056
63,1;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,9575
62,5;6,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,311944
62,6;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;47,5875
58,3;4,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,880833
58,3;4,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,760556
58,2;4,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,715833
58,7;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,626667
58,6;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,006111
70,4;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;49,179722
71,1;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,768333
71,1;28,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,385833
59,3;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,8675
59,5;6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,159167
62,4;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,348889
61,9;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,354722
62,2;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,193333
57,6;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,240556
71,2;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;51,983056
71,2;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,029722
71,1;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,818333
71,1;30,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,423056
57,8;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,680278
63,4;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;144,902778
63,4;8,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;58,285
59,3;4,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,807222
59,2;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,939167
71,3;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,944444
71,4;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,021389
71,3;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,086111
71,4;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,876667
71,3;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,011389
71,5;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,453889
71,3;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,996389
71,2;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,990833
71,2;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,975833
71,1;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,1375
70,8;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,221389
70,8;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,233611
70,8;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,196389
71,2;32,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,888056
71,4;33,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,978889
71;32,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,624167
70,9;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,993056
70,9;32,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,276389
70,8;32,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,499167
70,8;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,330833
70,7;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,712222
58,4;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;46,348889
57,5;7,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,294444
57,5;7,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;25,841111
57,6;8,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;59,477778
58,5;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,161389
58,6;9,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,989167
58,6;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,002778
57,8;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,178333
70,9;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,535278
70,9;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,3675
70,8;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,748056
70,7;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,806944
70,8;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,225556
70,7;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,653056
70,7;31,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,419444
70,7;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,054722
70,6;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,933333
70,6;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,436944
70,9;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,188889
71,4;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016667
71,4;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,426667
70,9;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,058056
70,8;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,987222
57,5;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,164722
57,5;7,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,763611
61,8;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,318333
57,6;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,217222
58,1;8,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,047778
58,1;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,034167
58,1;8,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,959167
70;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,576111
58,3;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,816389
71,1;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,449444
71,1;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,694722
71,1;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,271667
65,9;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;30,501944
70,9;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,349444
70,3;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,137778
59,2;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,238333
63,2;7,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,692778
63,2;7,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,170556
70,6;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;30,391389
59,3;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,957778
60,2;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,385
58,4;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,546944
58,3;6,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,865556
64;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,343333
63,4;7,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,590556
65,1;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,260556
65;11,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,588889
65;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,206667
59;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;155,16
60,5;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,501944
60,5;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,596111
62,5;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,816389
62,5;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,344167
59,6;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,642778
60,1;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,855833
62;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,594444
61,9;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,254167
61,8;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,414722
60;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,524722
62,4;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,870278
60,1;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,466111
63;7,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,606389
62,9;7,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,520833
59,3;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,258056
71,1;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,694444
63,9;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,378611
64,2;10;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,276111
63,6;10,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,931111
63,4;10,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,935556
63,5;10,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,08
70,9;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,942778
70,5;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,938889
70;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,405556
70;30,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,580278
63,3;7,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,181944
62,9;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,996111
63;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,706667
69,7;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,058889
58;7,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,075833
71;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,921667
57,5;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,023056
57,6;8,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,000278
57,5;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,055556
64,9;11,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,575833
57,9;7,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,083056
70,5;23;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,864444
70,5;23,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,039167
70,5;22,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,5925
60,1;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,438611
60,1;5,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,097778
63,2;8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,699167
64,4;0,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,291389
63,9;1,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,2
63,7;2,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,525
62,8;4,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,787778
62,3;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,756111
71,8;34,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,021944
71,9;34,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,588611
62,6;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,460278
63,1;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,984444
62,5;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,370833
62,5;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,860556
71;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,601111
73,5;33,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,675278
73,4;33,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,0025
61,8;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,226667
60,6;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,454444
65,5;11;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,074722
65;10,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,976667
65,2;10,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,06
65,1;10,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,007222
65,3;10,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,855556
65,2;11;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,957222
65,1;11;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,6225
65;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,8225
65,1;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,291389
66,1;11,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,582222
65,8;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,966667
65,7;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008333
66,4;12,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,542778
66,3;12,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,070278
60,7;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,814444
70,8;28,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,67
60,3;6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,109167
60;6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,240278
59;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,025
59;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,063333
59;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,021944
61;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,526111
60,8;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,212222
60,6;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,802222
60,3;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,744722
60,4;3,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,045278
59,7;2,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008333
59,6;2,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,003333
58,9;2,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,001944
60,2;2,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,271389
60,1;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,077778
59,7;3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,085833
59,4;3,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,019167
59,1;2,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,487222
71,1;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,96
71,1;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,997222
71,1;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,353333
71,1;31,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,043333
70,9;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,504444
62,4;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,198889
66,5;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,256667
71;30,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,023056
71;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,9325
71;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,639722
70,4;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,567222
66,2;6,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,938611
66,3;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,177778
66,4;6,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,483056
66,5;7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,874167
65,9;6,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,355833
65,8;6,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,009722
66,5;7,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,753611
59,2;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,178611
62,9;7,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,688056
63;7,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,389167
59,3;3,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,523056
64,9;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,938889
64,8;8,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,577778
64,8;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,596111
64,8;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,236389
64,7;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;37,096667
64,7;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,94
64,7;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,396667
64,7;9,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,831667
62,6;4,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,886944
64;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,991667
64;9,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,18
65,7;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,832778
65,7;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,981667
65,7;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,928056
71,3;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,933611
70,9;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,401111
58,2;6,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,458056
60,9;2,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,648889
60,8;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,283056
60,9;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,209167
60,7;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,108333
60,4;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,922778
59;10,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,8225
59;10,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;52,655556
63,6;8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,373333
70,3;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,586389
59,3;2,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,433333
