Lat;Lon;Time Range;Apparent Fishing hours
67,1;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,984444
67,1;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,181111
67,1;8,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016111
71,1;25,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,158889
71,2;26,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,473611
73,8;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,216667
73,7;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,461111
73,8;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,070833
73,7;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,286111
73,8;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,366111
73,7;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,115833
73,8;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,245278
74;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,925278
73,9;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,694444
72,9;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,564167
72,8;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,030833
72,8;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,462778
72,9;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,455833
72,7;20,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,791667
72,7;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,105
72,7;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,208889
72,7;22,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,281944
72,6;22,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,727778
72,6;22,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,105833
72,5;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,055
72,5;22,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,599722
68,5;14,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,309444
68,3;15,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,768333
68;15,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,839167
70,5;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,750556
70,6;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,479722
73,7;19;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,773611
69,8;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,309167
69,6;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,998611
69,2;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,346111
73,7;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,968056
73,7;18,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,597222
73,9;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,030556
71,2;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,055833
69,2;15,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,766389
71;27,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,310833
67;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,808056
67,3;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,166944
67,3;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,787778
67,1;13,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;31,967222
67,9;12,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,04
68,5;13,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,306944
69,9;21,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,071111
70,5;19;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,208056
70,3;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,806111
70,4;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,183611
70,5;20,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008889
70,5;20,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,000556
72,2;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,175
72,2;17,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,525
72;17,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,308056
72;17,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,541944
72,1;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,278056
72,2;17,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,736111
72,1;18,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,700278
72,1;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,317222
71,9;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,949444
72;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,743056
72,2;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,537778
72,4;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,029722
72,2;21,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,147778
72,2;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,651111
72,3;22,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,268333
72,2;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,275833
72,2;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,786667
72,2;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,032222
72,3;22,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,781111
72,2;22,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,039722
72,4;23;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008889
72,1;23,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,8975
67,4;11,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,298056
68,4;4,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,3025
68,4;4,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,072778
68,4;4,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,208611
70;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,766389
69,9;20,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,386667
69,9;20,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,2225
67,5;15,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,688056
73,5;17,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,051389
73,5;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,270833
73,8;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,649444
67,8;10,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,846389
67,8;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,827222
68,4;14,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,408611
74,2;20,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,964167
68,2;15,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,899444
72,5;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,285556
72,5;23,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,010833
72,4;24;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,872222
72,3;23,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,906944
72,3;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,977222
72,2;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,953889
72,4;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,788889
72,2;24;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,905278
71,6;25,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,001944
72,4;27,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,3825
72,4;23,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,285833
72,1;23,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,461111
72,3;26,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,143056
72,2;26,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,367222
72,1;26,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,029444
72,1;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,05
72;27;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,419444
72,2;27,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,149444
72,2;27,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,032222
72,3;27,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,995556
72,2;27,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,383333
72,1;27,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,969722
72;27,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,704722
71;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,383611
71;25,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,009444
67,9;15,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,724167
69,3;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,496111
67,7;12,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,85
68,3;13,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;48,801111
73,2;15,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,996944
73,2;15,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,988056
71,8;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,004167
70,9;26,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;32,235278
68,8;14,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,063333
68,7;14,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,953056
71,5;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,172778
68,2;13,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,940556
73,6;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,183056
73,6;18,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,086389
73,6;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,228889
70,9;21,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,872222
72,9;18,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,950278
72,9;18,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,366944
72,7;18;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,899167
73;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,933611
72,9;18,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,046389
72,8;18,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,128333
72,8;18,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,531667
72,9;18,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,310556
72,8;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,054167
73;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,156944
72,9;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,806944
72,8;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,489722
72,9;19,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,0425
72,7;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,74
72,7;19,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,532778
72,7;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,091667
72,6;19,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,582778
72,6;19,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,294722
72,6;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,155278
72,7;19,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,967222
72,6;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,716389
68,4;16,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,664444
68,4;16,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,658889
68,4;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,808611
68,4;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,802222
72,5;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,003889
72,4;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,543333
72,8;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,008333
72,6;25,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,303889
72,8;26;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,094722
72,5;25,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,591944
72,5;25,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,218333
72,7;26,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,942222
72,5;26,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,0125
72,4;26,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,333056
72,6;26,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,946389
72,5;26,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,011111
72,6;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,450833
72,5;26,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,999444
72,1;24,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,227222
72,1;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,169444
72;25;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,288056
71,9;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,836944
71,9;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,100278
67,6;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,001111
71,1;28;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,482778
67,6;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,587222
70,3;19;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,067778
70,3;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,0025
67,6;13,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,649722
67,5;13,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,608333
71,4;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,653611
70,3;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,760278
70,4;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,333889
70,2;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,9925
69,1;13,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,016944
68,5;17,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,818333
59;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;101,458611
65,6;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,955278
65,5;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,899722
58,9;10,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;29,028333
58,9;10,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;244,120556
58,9;10,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,812778
63,9;8,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,973333
63,9;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,911389
59,1;10,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,215278
63,8;8,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,74
61,5;1,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,274167
63,7;9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;45,727222
63,7;9,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;47,5925
63,6;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;38,606389
62,3;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,749167
70,1;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,2975
62,4;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;31,1
71,1;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;53,976944
70,7;28,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,269444
71,1;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,202778
71;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;45,367778
71;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,522222
71;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,805556
70,9;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,764722
70,9;30,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,101944
70,9;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,971667
70,6;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,255
70,5;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;45,803889
62,7;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;96,581111
70,2;31,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,109167
61,3;2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;62,197222
61,3;2,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;52,088611
61,2;2,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;40,913889
60,4;3,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,9725
60,3;3,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,651667
60,5;3,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,0475
60,4;3,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,878611
60,2;3,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,000833
58,1;5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;65,151111
58,1;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;50,428611
58,2;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,323889
57,7;6,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;100,888611
62,4;6,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,153611
66;12,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,115556
66,1;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;64,731667
59,8;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,906667
66;12,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,796667
59,1;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,710833
71,2;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;49,19
71,2;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,262222
63,2;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,991389
63,1;5,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,9625
63,2;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,015556
63;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,854722
58,4;4,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,5475
58,3;4,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,535556
58,2;4,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,226667
58,5;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,561111
58,6;5,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;106,143889
70,5;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,570833
71,1;28,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,65
71,1;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,166944
71;28,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,295278
71;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,392222
59,4;5,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,563889
59,3;5,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,533611
59,3;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,973889
62,1;5,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,465
62,3;5,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,506111
60,6;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;33,845
71,1;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;53,608333
71,3;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,013889
71,2;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,937222
71,2;30,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,833611
71,2;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,619167
58,4;5,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,012778
70,9;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;42,006389
62,7;6,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,123611
62,7;6,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,255833
62,5;6,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;31,594167
63,4;8,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,757222
63,4;8,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,568611
59,3;4,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,208056
71,2;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,055
71,3;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,009444
71,5;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,988333
71,5;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,113889
71,2;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,930556
71,2;31,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,360556
71,2;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,738056
71,2;32;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,306667
71,1;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,193889
71,4;32,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,923611
71,2;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,949722
71,1;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,583333
71,2;32,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,138056
71,1;32,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,835
71,1;32,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,691111
71,4;33,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,671389
71,3;33,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,121389
71;32,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,153611
70,8;32,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,175556
70,7;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,338611
70,8;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,823611
58,3;5,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,051667
57,6;8,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;73,9925
58,5;9,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,928611
57,7;8,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,186944
70,9;31;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,401111
70,9;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,724444
